iter	MultiClass
790	0.008469480618
791	0.008455705491
792	0.008441674482
793	0.008430439955
794	0.008412889614
795	0.008403207846
796	0.008393807016
797	0.008383817733
798	0.008373101046
799	0.008364361563
800	0.008351466458
801	0.008339535659
802	0.008326746096
803	0.008315516126
804	0.008305753113
805	0.008296304448
806	0.008282758628
807	0.00827291437
808	0.008256778596
809	0.008249361804
810	0.008238192577
811	0.008227371106
812	0.008213416786
813	0.008197457168
814	0.008188555195
815	0.008172524203
816	0.008157701249
817	0.008141746946
818	0.00813106139
819	0.008121561093
820	0.008114889169
821	0.008104480756
822	0.008091541612
823	0.008080143837
824	0.008066340617
825	0.008053901089
826	0.008040280099
827	0.00803104024
828	0.00802130684
829	0.008010467147
830	0.00799918934
831	0.007988326868
832	0.007978887315
833	0.007967201767
834	0.00795746457
835	0.007947220164
836	0.007937364518
837	0.007926215791
838	0.007910676823
839	0.007899453686
840	0.007887267763
841	0.007872304339
842	0.00786420646
843	0.007853908903
844	0.007844376716
845	0.007821529534
846	0.007808514461
847	0.007797960263
848	0.00778442887
849	0.007770239927
850	0.007758807984
851	0.0077502196
852	0.007737668457
853	0.007727827995
854	0.007715197885
855	0.007701396942
856	0.007687794175
857	0.007678962817
858	0.007669692586
859	0.00765606704
860	0.007645991957
861	0.007635257806
862	0.007622358146
863	0.007614314936
864	0.007600864787
865	0.007586155727
866	0.007575529396
867	0.007560107359
868	0.007550464314
869	0.007541603344
870	0.007532752244
871	0.007517228461
872	0.007504756284
873	0.007494647032
874	0.007483792153
875	0.007471216712
876	0.007463768789
877	0.007455519051
878	0.007445756797
879	0.007431750085
880	0.007424053113
881	0.007416663656
882	0.007406579461
883	0.007389807397
884	0.007379762686
885	0.007371183414
886	0.007362191844
887	0.007349263331
888	0.00734253446
889	0.007333873943
890	0.007326510302
891	0.00731653089
892	0.007307254585
893	0.007296894766
894	0.007289872807
895	0.007283326927
896	0.007271782608
897	0.007264390873
898	0.007254753143
899	0.00724452772
900	0.007236183829
901	0.007225905254
902	0.007217258405
903	0.007209880337
904	0.007200897879
905	0.007190309512
906	0.007178951221
907	0.007171163134
908	0.007158831426
909	0.007147793557
910	0.007137478537
911	0.007126846131
912	0.007117695869
913	0.007103381643
914	0.00709216534
915	0.007081261106
916	0.007071883056
917	0.007062985639
918	0.007054579486
919	0.007045156637
920	0.007038247813
921	0.007030105895
922	0.007020445386
923	0.007012140219
924	0.00700357917
925	0.006991179885
926	0.006980517867
927	0.006975123077
928	0.00696720591
929	0.006955898491
930	0.006945288105
931	0.006937553169
932	0.006925941273
933	0.006917991456
934	0.006905731882
935	0.00689935912
936	0.006889121548
937	0.006880259818
938	0.006873540058
939	0.006865902311
940	0.006855668536
941	0.006848213779
942	0.006842760523
943	0.006835187317
944	0.006826116781
945	0.006818259598
946	0.00680928777
947	0.006800843652
948	0.006791447378
949	0.006781718534
950	0.00677254853
951	0.006765626798
952	0.006755870619
953	0.006745634565
954	0.006738208661
955	0.006728506392
956	0.0067169765
957	0.006710795081
958	0.006703263635
959	0.006693956958
960	0.006686834013
961	0.006676346633
962	0.006669973872
963	0.006658225302
964	0.006653455412
965	0.00664403636
966	0.006635425956
967	0.006628437407
968	0.006621968215
969	0.006613975877
970	0.006606516565
971	0.00659664801
972	0.00659041344
973	0.006583549414
974	0.006575260193
975	0.006568589788
976	0.006561306631
977	0.006555124453
978	0.006546267279
979	0.006540902861
980	0.006534104894
981	0.006525268221
982	0.006518661596
983	0.006512385265
984	0.006503805993
985	0.006494033109
986	0.006487289052
987	0.006479369607
988	0.006469923979
989	0.006463900493
990	0.00645246855
991	0.006444558976
992	0.006433918218
993	0.006424689748
994	0.006418581981
995	0.006411172782
996	0.006401210834
997	0.006392336955
998	0.006384983184
999	0.006380308965
